Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
103330,US,"An awkward wine, high in acidity and sugary sweet in candied cherry and raspberry flavors that veer into Port. Tasty, but rustic. Ready now.",Monte Rosso Vineyard,82,40.0,California,Sonoma Valley,Sonoma,,,Muscardini 2008 Monte Rosso Vineyard Sangiovese (Sonoma Valley),Sangiovese,Muscardini
65252,US,"There's a bit of a green bean streak running through this Cabernet from Woodward Canyon's second label, Nelms Road. Herbal red fruits have a clear earthy element, but it's a good bottle for a cold night and a warm stew.",,87,,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Nelms Road 2012 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Nelms Road
85904,Italy,"Vintner Roberto Cipresso presents a dense and rich blend of Merlot, Cabernet Sauvignon, Cabernet Franc and Petit Verdot from Sicily with ripe aromas of prune, blackberry and black pepper. The wine is dark and thick in the mouth and would pair with grilled steak.",Pigreco,89,25.0,Sicily & Sardinia,Sicilia,,,,Roberto Cipresso 2006 Pigreco Red (Sicilia),Red Blend,Roberto Cipresso
42187,US,"Perfumed with leather and black pepper, this wine is ultimately overly tart and flatly structured.",,82,31.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Peter Cellars 2014 Syrah (Sonoma Valley),Syrah,Peter Cellars
115072,US,"This wine is at the fringes in Washington, exploring dry farming where irrigation is the norm. Fresh herb, blackberry and raspberry aromas lead off. Packed with rich, elegant fruit flavors, it also has an herbal streak running from head to tail.",Dry Land,91,38.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Tulpen 2010 Dry Land Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Tulpen
100949,US,"An apple scent and crisp, fruity, lightly herbal flavors lend plenty of refreshment to this graceful, medium-bodied and unoaked wine. It has great acidity and a dry but not austere personality. Kerner is a cross of the German grape varieties Riesling and Trollinger.",,90,25.0,California,Mokelumne River,Central Valley,Jim Gordon,@gordone_cellars,Sidebar 2015 Kerner (Mokelumne River),Kerner,Sidebar
123446,US,"Gritty and harsh, with tart acidity framing flavors of sour cherry candy and cola.",,82,17.0,California,California,California Other,,,24 Knots 2009 Pinot Noir (California),Pinot Noir,24 Knots
104044,Portugal,"This balanced, rich wine is produced by a family company dating to the 19th century. It has tannins, signs of wood aging and layers of black fruits. Still young, it will develop well into a solid, concentrated wine. Drink from 2020.",Gloria Reserva,92,16.0,Douro,,,Roger Voss,@vossroger,Vicente Faria Vinhos 2014 Gloria Reserva Red (Douro),Portuguese Red,Vicente Faria Vinhos
14437,Italy,"An easygoing blend of 90% Sangiovese and 10% Merlot, this bright red offers aromas and flavors of black cherry, red currant, coffee and vanilla. It's simple but well made, with supple tannins and zesty acidity.",,86,15.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Piccini 2013  Chianti Classico,Red Blend,Piccini
69108,South Africa,"Somewhat closed and tight at first, this eventually opens up to reveal scents of firm stone fruit, fynbos, Asian pear, orange blossom and white melon rind. There's a roundness to the palate, supported by dense flavors of melon flesh and roasted nuts. Enjoy now.",,87,22.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Rustenberg 2012 Chardonnay (Stellenbosch),Chardonnay,Rustenberg
62881,US,"Give credit to Ballentine for sticking by this variety even when it's such a hard sell. It's a good wine, crisp and minerally, with sweet Pinot Grigio-like citrus, vanilla and spice flavors.",Estate,86,16.0,California,Napa Valley,Napa,,,Ballentine 2010 Estate Chenin Blanc (Napa Valley),Chenin Blanc,Ballentine
26361,France,"This is a smooth and polished wine, with herb and new wood aromas. It has juicy red-berry flavors, and the tannins push forward. Structured, with intense acidity, this is ready to age for at least 5–6 years.",Gravières Premier Cru,90,47.0,Burgundy,Santenay,,Roger Voss,@vossroger,Domaine Jessiaume 2010 Gravières Premier Cru  (Santenay),Pinot Noir,Domaine Jessiaume
84738,Italy,"Vultur captures the essence of volcanic  soil, expressing notes of wet earth, crushed stone, ash, tobacco and dried berry, plus dusty, firm tannins.",Vultur,88,,Southern Italy,Aglianico del Vulture,,,,Terra dei Re 2009 Vultur  (Aglianico del Vulture),Aglianico,Terra dei Re
57265,Spain,"Funky and smelling of pine and tarragon. That aromatic sharpness carries straight to the palate, where the feel is narrow and the flavors are short and tangy, with little to no big-time berry fruit. Simply an acceptable underperformer that's tough and sharp.",Barrica,83,19.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Finca La María 2005 Barrica  (Ribera del Duero),Tempranillo,Finca La María
82041,Italy,"This red combines Merlot and Cabernet Sauvignon to create black currant and Mediterranean herb aromas. The easygoing, approachable palate shows black cherry and dark spice flavors, framed by polished tannins. Enjoy soon.",Casa al Piano,88,25.0,Tuscany,Bolgheri,,Kerin O’Keefe,@kerinokeefe,Tringali Casanuova 2014 Casa al Piano  (Bolgheri),Red Blend,Tringali Casanuova
58467,US,"This blend of 60% Syrah and 40% Tannat works quite well, with rounded aromas of caramelized blackberry, vanilla and vibrant violets on the nose. Black currant, dried herbs and pepper show on the palate, which is nicely balanced and not as unctuous as the nose implies.",Vingence,91,65.0,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,Dubost 2014 Vingence Red (Adelaida District),Red Blend,Dubost
59746,US,"This non-vintage blend of Sémillon, Chardonnay, Gewurztraminer, Pinot Gris, and Sylvaner does not simply turn generic. Off-dry and nicely balanced, it captures some special nuance of each component grape – flower, clay, stone fruit and bracing acidity.",Farmhouse White,87,10.0,America,,,Paul Gregutt,@paulgwine ,David Hill NV Farmhouse White White (America),White Blend,David Hill
103324,Spain,"Burnt rubber and a certain stemmy, roasted character is draped over the nose and palate. It has a decent, normal feel to it but the flavors of strawberry and raspberry are herbal and burnt. Tastes and smells rubbery and not fully clean.",Rojo Granrojo,82,9.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Bodegas Navarro López 2009 Rojo Granrojo Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Bodegas Navarro López
2243,Italy,"This successful riserva displays opulence and a bold, modern style that focuses on bright cherry and savory spice aromas. The wine is loaded with density and richness, and combines a ripe soft feel with a lively berries on the finish.",Riserva,94,75.0,Tuscany,Brunello di Montalcino,,,,Collosorbo 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Collosorbo
68323,Israel,"Deep ruby in the glass, this wine has a nose of blackberry, anise, and smoked meat. Smooth tannins wrap around flavors of black cherry, fennel bulb, green pepper and eucalyptus. A touch of smoke makes its presence known on the bright finish.",Adama,89,19.0,Galilee,,,Mike DeSimone,@worldwineguys,Tabor 2012 Adama Cabernet Sauvignon (Galilee),Cabernet Sauvignon,Tabor
47414,US,"Dry, clean and tart, this has cherry, Dr. Pepper and vanilla flavors.",Lot 5,82,14.0,California,California,California Other,,,Grayson 2011 Lot 5 Pinot Noir (California),Pinot Noir,Grayson
17522,New Zealand,"Who would have believed that one day we'd have Sauvignon Blancs paying tribute to 1980s pop groups? At least both share a New Zealand connection. The wine is a bit on the fuller side of things, but nicely balanced by mineral and grapefruit aromas and flavors, ending on notes of lime and cut grass. Drink up.",,89,25.0,Marlborough,,,Joe Czerwinski,@JoeCz,Crowded House 2007 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Crowded House
540,US,"A touch of earthy funk shows at first on the nose of this bottling, laced throughout the dark cranberry, pomegranate, crushed grapeseeds and a lavish layer of violets. The palate is heavily spiced with clove, gingerbread, a touch of juniper, lots of earthy sagebrush and a strong cranberry fruit, all seasoned by an iron-powered minerality.",Bien Nacido Vineyard,93,60.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars
94260,Italy,Le Salette's Valpolicella Classico offers bright berry and cherry notes followed by crisp acidity and a touch of citrus zest. Pair this wine with meatloaf and mashed potatoes.,,84,17.0,Veneto,Valpolicella Classico,,,,Le Salette 2009  Valpolicella Classico,"Corvina, Rondinella, Molinara",Le Salette
118392,US,"Notes of buttered toast, butterscotch candy and caramel popcorn flavors dominate this wine. Underneath all that is a wine with pineapple, green apple and pear flavors, brightened with crisp acidity.",,83,20.0,California,Russian River Valley,Sonoma,,,Taft Street 2011 Chardonnay (Russian River Valley),Chardonnay,Taft Street
112349,US,"This ambitious project delivers another great wine with plenty of deliciousness to substantiate its crazy endeavor to plant grapes on a windswept island. Baked red plum, cola and cinnamon aromas lead into an acid-driven palate full of ripe yet tangy cranberry fruit and a strong sagebrush quality.",Santa Catalina Island Vineyards,92,72.0,California,California,California Other,Matt Kettmann,@mattkettmann,Rusack 2014 Santa Catalina Island Vineyards Pinot Noir (California),Pinot Noir,Rusack
76095,US,"A superrich, fantastically sweet wine. It's clean and crisp with acidity, and wildly extravagant in orange, apricot, vanilla, butterscotch and white chocolate notes. California's equivalent of a white Port, and a perfect pairing for cheesecake.",,92,25.0,California,California,California Other,,,Rotta NV Black Monukka (California),Black Monukka,Rotta
20875,France,"Jadot's take on Burgundy Chardonnay is fruity and creamy. Juicy, intense acidity comes from the crisp apple and white peach fruits. A touch of wood aging softens the fruit and broadens the character of the wine. Drink now.",,86,18.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Louis Jadot 2013  Bourgogne,Chardonnay,Louis Jadot
50246,US,"Richly layered red fruit accents an explosion of firm lengthy tannin, alongside dashes of clove and cinnamon, in this hearty full-bodied red. Robust and concentrated, it shows oaky bursts of vanilla and smoke on the finish.",District Collection,93,105.0,California,Stags Leap District,Napa,Virginie Boone,@vboone,Raymond 2014 District Collection Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Raymond
99006,US,"The dark and brooding nose carries notes of toast, cocoa and charred red currant. A heavily extracted palate brings dark bramble berry flavors in contrast with grippy tannins.",,86,27.0,Virginia,Virginia,,Alexander Peartree,,Rappahannock Cellars 2013 Cabernet Franc (Virginia),Cabernet Franc,Rappahannock Cellars
104515,Chile,Rubber aromas pervade on the nose. A grippy tannins dominate resin notes of wood and spice over a hint of fruit. A slightly herbaceous finish brings this wine home.,Grande,84,8.0,Colchagua Valley,,,Michael Schachner,@wineschach,Veo 2013 Grande Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Veo
28908,Spain,"Smells a bit pickled and green at first, with a thick and sweet palate that's not easy to wade through. Sweet lime and orange-mango flavors set up a pithy finish.",Spumante,83,9.0,Catalonia,Cava,,Michael Schachner,@wineschach,Freixenet NV Spumante Sparkling (Cava),Sparkling Blend,Freixenet
129832,US,"This wine opens pleasantly with floral scents over tangy citrus fruit, especially lime. It's tart and juicy, but it seems to close down in the back, and there is an impression of light toast, unexpected in a Viognier.",,86,24.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chatter Creek 2007 Viognier (Columbia Valley (WA)),Viognier,Chatter Creek
86810,Italy,"A lively Cabernet Sauvignon with dark extraction and intense aromas of blackberry, plum, dark chocolate, cola and tar. The wine is dense and thick, but not heavy at all. In fact, it boasts bright acidity and refreshing fruit flavors.",Tavernelle,91,41.0,Tuscany,Sant'Antimo,,,,Castello Banfi 2004 Tavernelle Cabernet Sauvignon (Sant'Antimo),Cabernet Sauvignon,Castello Banfi
117538,US,"Clear and light in color, this is an earthy, stemmy wine that discloses rhubarb, cranberry and black tea, on the more extreme side of tart. Light bodied, it stays fresh on the palate, with some tension and grip, finishing with an additional note of tartness.",,88,32.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,W.H. Smith 2012 Pinot Noir (Sonoma Coast),Pinot Noir,W.H. Smith
67947,France,"Some fine wood and fruit aromas are followed by fresh grapefruit, pear and bright lemon flavors. The whole is held together by a fine touch of honeyed wood.",,89,18.0,Burgundy,Mâcon-Azé,,Roger Voss,@vossroger,Domaine de la Garenne 2008  Mâcon-Azé,Chardonnay,Domaine de la Garenne
105659,US,"This Bordeaux blend is three fifths Cabernet Sauvignon, yet deftly weaves in smaller percentages of Merlot, Cab Franc, Petit Verdot and Malbec. Fruit-driven and complex, it's a smooth ride through fresh fruit flavors of plum, blueberry and cherry, focusing into a finish with ripe, polished tannins.",Coalesce,92,26.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tulpen 2007 Coalesce Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Tulpen
96568,US,"Oak dominates this wine, withstrong notes of buttered toast, vanilla and sweet char. There's nothing wrong with those pleasant aromas and flavors, but the underlying wine, with its cherry and currant fruit, is overpowered by the wood.",,85,20.0,California,Russian River Valley,Sonoma,,,Foppiano 2009 Petite Sirah (Russian River Valley),Petite Sirah,Foppiano
13549,France,"After a low period, Siran has come back in 2010 with this solid, tannic, firm and serious wine. There is plenty of blackberry flavor to flesh out the structure, resulting in a wine for medium-term aging.",,92,,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Siran 2010  Margaux,Bordeaux-style Red Blend,Château Siran
4094,US,"Similar to the winery's regular Pinot Noir, this is moving quickly along the aging curve. Hints of strawberry fruit are cloaked in barrel flavors of mocha and cracker. Drink soon.",Winemaker's Reserve,86,39.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Reustle 2013 Winemaker's Reserve Pinot Noir (Umpqua Valley),Pinot Noir,Reustle
71684,US,"An estate-grown 81% Merlot (the rest Cabernet Sauvignon), this wine takes time to come around in the glass, the alcohol overpowering the fruit at first. But in time, the red fruit and soft tannins mellow and make themselves known and this mostly-Merlot becomes a savory, food-friendly quaff.",Lorilai's Reserve-Zmarzly Family Vineyards,86,24.0,California,Mendocino,,Virginie Boone,@vboone,Albertina 2009 Lorilai's Reserve-Zmarzly Family Vineyards Merlot (Mendocino),Merlot,Albertina
27702,New Zealand,"Paritua's high-end blend of 51% Cabernet Sauvignon, 28% Merlot and 21% Cabernet Franc is sweetly scented, with notes of mocha, cassis and tobacco, and velvety in texture, with a long, supple finish. The issue is that the flavors veer close to vegetal, and while some folks like a bit of capsicum in their red wines, this has a rather large dose.",21▪12,88,50.0,Hawke's Bay,,,Joe Czerwinski,@JoeCz,Paritua 2007 21▪12 Red (Hawke's Bay),Bordeaux-style Red Blend,Paritua
112613,US,"Overripe flavors of raisins and prunes mar this Cabernet Sauvignon, despite the fact that the vintage was so cool. The wine is marked by the soft tannins and herbaceousness that you often find in an Alexander Valley Cabernet. Not ageable, so drink up.",,86,38.0,California,Alexander Valley,Sonoma,,,Stuhlmuller Vineyards 2009 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Stuhlmuller Vineyards
67538,Spain,"Prickly citrus aromas are jumpy and a touch sulfuric. This feels leesy, creamy and fat in the mouth, with creamy, tropical flavors of melon and papaya. Bitter flavors of almond and citrus pith vie with lees-based vanilla notes on a round, plump finish.",Blanc,87,16.0,Catalonia,Terra Alta,,Michael Schachner,@wineschach,Celler Bàrbara Forés 2012 Blanc White (Terra Alta),White Blend,Celler Bàrbara Forés
113878,US,"This amazing wine can match up against wines double the price. Brawny red berries and wild cherries mix with cut sagebrush, eucalyptus and crushed graphite on the nose. The palate combines bright red, acid-driven raspberry fruit with the darker structure of elderberry. Throw in thyme and bay leaf for the complete package.",,93,25.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Sarah's Vineyard 2013 Pinot Noir (Central Coast),Pinot Noir,Sarah's Vineyard
112008,Italy,"This carefully oak-aged Chardonnay opens with a bright golden color and sophisticated aromas of ripe fruit, apricot, honey, pineapple, toasted almond and vanilla. Rich creaminess drives a long finish.",Vigna Bosco Alto,88,23.0,Lombardy,Curtefranca,,,,Ricci Curbastro 2007 Vigna Bosco Alto Chardonnay (Curtefranca),Chardonnay,Ricci Curbastro
104054,France,"Bold and fruity, this is a black-currant-flavored wine with soft tannins. In this vintage, the crisp acidity has also kicked in to give the wine its lift and to balance the ripe flavors. The wine is for the medium term. Drink from 2021.",,92,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Batailley 2014  Pauillac,Bordeaux-style Red Blend,Château Batailley
25209,US,"There's an earthy note of cola that grounds the ripe cherry and pomegranate fruit, giving it depth and complexity. Made from one of the vineyards closest to the coast, this wine provides plenty of Pinot character. Thick tannins and vital acidity suggest aging until at least 2013.",,92,42.0,California,Santa Barbara County,Central Coast,,,Mistress 2009 Pinot Noir (Santa Barbara County),Pinot Noir,Mistress
118828,Australia,"Medium-bodied, crisp and firmly tannic, this Cabernet still needs a few years to come into full bloom. Cassis, leather and vanilla notes merge together on the finish, joined by dusty tannins. Cellar until 2020.",The Coppermine Road,91,65.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2011 The Coppermine Road Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,D'Arenberg
38820,US,"Co-fermented with 5% Viognier, this Syrah is direct and appealing with notes of boysenberry jam, smoked meat and orange peel. The palate is soft and sumptuous in feel with tart fruit flavors.",,88,29.0,Idaho,,,Sean P. Sullivan,@wawinereport,Cinder 2010 Syrah,Syrah,Cinder
96887,US,"This appealing wine features notes of woodspice, herbs, mint, coffee and jammy red fruit. It's full bodied in feel with coffee and red fruit flavors that linger.",,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Blacksmith 2012 Merlot (Columbia Valley (WA)),Merlot,Blacksmith
48277,France,"Grapefruit and other citrus fruits come through the rich fruit. There is power and crispness here, along with a sense of structure from the mineral, flinty character that underlies the fruit. Hold for for 3–4 years.",Montée de Tonnerre Premier Cru,92,32.0,Burgundy,Chablis,,Roger Voss,@vossroger,Simonnet-Febvre 2005 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,Simonnet-Febvre
6880,Germany,"Delicate crushed mineral and lemon aromas turn riper and fruitier on the palate. While not deeply complex, its plush, pristine white peach and tangerine flavors are lip smacking. It's zippy acidity and clean, mineral finish lend refreshment.",Bernkasteler Badstube Kabinett,89,23.0,Mosel,,,Anna Lee C. Iijima,,Studert-Prüm 2016 Bernkasteler Badstube Kabinett Riesling (Mosel),Riesling,Studert-Prüm
119887,US,"The winery is in eastern Oregon, near the Idaho border, but the grapes were sourced from an unnamed Willamette Valley vineyard. It's a toasty wine, pleasing and easy-drinking, with pretty red cherry fruit. A dash of iron and some roasted coffee flavors add interest.",,88,28.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Copper Belt 2012 Pinot Noir (Willamette Valley),Pinot Noir,Copper Belt
97643,Portugal,"Still young, this is a complex wine. It has layers of dusty tannins, spiced fruits, ripe blackberries and a dark structure. Black chocolate and licorice feed extra richness into the wine. Very smooth aftertaste.",Reserva,92,25.0,Douro,,,Roger Voss,@vossroger,Quinta de Ventozelo 2007 Reserva Red (Douro),Portuguese Red,Quinta de Ventozelo
31904,US,"Folks who like their white wines on the sugary side will appreciate this soft Viognier. It's tremendously rich in pineapple, pear, vanilla and marzipan flavors, almost like a dessert confection.",,85,24.0,California,Amador County,Sierra Foothills,,,Domaine de la Terre Rouge 2006 Viognier (Amador County),Viognier,Domaine de la Terre Rouge
52730,US,"You get your money's worth with this Cabernet. It's dry and richly textured, bearing flavors of blackberries, currants and prunes, with a seemingly sweet finish.",,84,9.0,California,California,California Other,,,Snap Dragon 2009 Cabernet Sauvignon (California),Cabernet Sauvignon,Snap Dragon
2893,France,"The top wine from Domaine de Cause, it's huge, very dense and concentrated. There is a sense of extraction, showcased by the licorice and dark chocolate flavors. This needs to calm down to give the rich fruits a chance to shine. Give this wine 6–7 years.",Notre Dame de Champs,91,48.0,Southwest France,Cahors,,Roger Voss,@vossroger,Domaine de Cause 2009 Notre Dame de Champs Malbec (Cahors),Malbec,Domaine de Cause
67029,Portugal,"This is full of fruit, dried prune and raisin flavors. It's fresh with an attractive lilt of acidity and a light texture that keeps it ready to drink.",Statement Tawny Reserve Decanter,87,36.0,Port,,,Roger Voss,@vossroger,Barão de Vilar NV Statement Tawny Reserve Decanter  (Port),Port,Barão de Vilar
79421,France,"From a small property next to Jean-Luc Baldès's Clos Triguedina, Labrande produces a firm while accessible Malbec. It has richness, solid tannins, dark coffee and blueberry flavors. The end shows density and medium-term aging potential.",Château Labrande,89,15.0,Southwest France,Cahors,,Roger Voss,@vossroger,Jean-Luc Baldès 2010 Château Labrande Malbec (Cahors),Malbec,Jean-Luc Baldès
109381,Spain,"Dense and somewhat roasted on the bouquet, with tarry, leathery aromas. This feels good but angular, with sheering acidity, firm tannins and solid flavors of red berry, plum, herb and pepper. It's lengthy but a little hot and grabby on the finish. A blend of 50% Cabernet and 50% Merlot.",CaMerlot,89,15.0,Catalonia,Penedès,,Michael Schachner,@wineschach,Ferré I Catasús 2007 CaMerlot Cabernet Sauvignon-Merlot (Penedès),Cabernet Sauvignon-Merlot,Ferré I Catasús
97331,Italy,"Greco di Tufo is a spectacular indigenous grape and Di Meo's rendition delivers all the fresh and vibrant aromas associated with it. You'll detect peach, apple, pear, honeysuckle and a touch of talc powder or flinty mineral that is typical of wines from this part of Campania, southern Italy.",G,88,19.0,Southern Italy,Greco di Tufo,,,,Di Meo 2005 G  (Greco di Tufo),Greco,Di Meo
100006,France,"Even though the 42 months this wine has spent in new wood give it an intensely toasty character, the enormously soft, perfumed fruits and ripe, sweet flavors that go along with the wood produce a finely tuned, balanced wine that should age well over many years. As an expression of pure Syrah, there are few better.",La Mouline,96,175.0,Rhône Valley,Côte Rôtie,,Roger Voss,@vossroger,E. Guigal 1998 La Mouline  (Côte Rôtie),Rhône-style Red Blend,E. Guigal
65485,France,"There's a fine balance here between minerality and rich toast. The result is a very pure but ripe wine, dominated by a good mix of ripe white fruits and honey.",Montmains Premier Cru,90,40.0,Burgundy,Chablis,,Roger Voss,@vossroger,William Fèvre 2005 Montmains Premier Cru  (Chablis),Chardonnay,William Fèvre
66360,US,"Not a cookie-cutter wine, this tastes very alive and exuberant. It offers an aroma like fresh-baked scones, with very tangy flavors like orange and pineapple. That also makes it lively in texture, with lots of bright acidity derived from the grapes. Slightly nutty nuances develop on the finish, which is exceptionally long. It's a rare wine that has no added sulfites.",Biodynamic,88,17.0,California,Redwood Valley,,Jim Gordon,@gordone_cellars,Frey 2013 Biodynamic Chardonnay (Redwood Valley),Chardonnay,Frey
121106,US,"Nice acidity and clean varietal flavors of citrus and tropical fruit, apricot and peach mark this slightly oaky wine. There's a white sugar note throughout, however, that turns cloying after a sip or two.",Dry Stack Vineyard Rosemary's Block,84,33.0,California,Sonoma County,Sonoma,,,Grey Stack 2012 Dry Stack Vineyard Rosemary's Block Sauvignon Blanc (Sonoma County),Sauvignon Blanc,Grey Stack
106822,US,"The lilac, charcuterie, peat, smoke and black and green-olive aromas are tightly wound. The palate is focused, flavorful and energetic, showing depth and intensity while remaining quite light on its feet.",Armada Vineyard,94,95.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Cayuse 2013 Armada Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Cayuse
98030,US,"Very heady and earthy aromas of cedar, tobacco leaf, smoked cigar and the hint of ancho chile show on the nose this unique, cool-climate take on Merlot. The palate is quite woodsy with cedar and pine but also jammy with red fruit, bolstered by bitter dark chocolate and dried chile pepper.",Zayante Vineyard,91,35.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Beauregard 2012 Zayante Vineyard Merlot (Santa Cruz Mountains),Merlot,Beauregard
15977,Chile,"Earthy, rustic aromas of tree bark and herbal berry fruits set up a fresh, fairly aggressive palate. Simple berry flavors are backed by chocolate and oaky char, while the finish is peppery and feels a bit hot.",Reserva Espiritu de Los Andes Estate Bottled,85,12.0,Maipo Valley,,,Michael Schachner,@wineschach,Santa Alicia 2014 Reserva Espiritu de Los Andes Estate Bottled Malbec (Maipo Valley),Malbec,Santa Alicia
117201,US,"Chocolate, mocha and espresso mark this big, bold and full-bodied wine that includes a touch of Petit Verdot in the mix. Smoky and smooth, it's ready for cigars or hearty winter platters.",Limited Release,88,65.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Charles Krug 2013 Limited Release Malbec (Napa Valley),Malbec,Charles Krug
85408,Portugal,"From old vines, this is a densely concentrated wine that rejoices in its ripe fruit but keeps freshness and fine, dry tannins. The dark plum flavors go well with the smooth, herbal finish, and the lift of acidity. Imported by Michael Skurnik Wines.",Reserva,89,,Douro,,,Roger Voss,@vossroger,Quinta do Vallado 2005 Reserva Red (Douro),Portuguese Red,Quinta do Vallado
128347,US,"This is the second label for Col Solare, the Ste. Michelle/Antinori collaboration on Red Mountain. A fine bottle for the price, it shows the same elegance and supple texture as the frontline wine. Black cherry, blueberry, mocha and smoke swirl over and around the palate. Only in the finish does it seem to fade quickly, with a very slight suggestion of glue in the aftertaste.",Shining Hill Red Wine,88,45.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Col Solare 2008 Shining Hill Red Wine Red (Columbia Valley (WA)),Red Blend,Col Solare
78785,US,"This is the first vintage of this wine to include estate fruit, along with fruit from Klipsun, Bacchus and Red Willow. A complex medley of herb and spice aromas accented by purple flowers is followed by bold yet still refined dark-fruit flavors that linger on the finish. It has the tannin to go the distance. Best after 2020.",Big Papa Old Block,92,60.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Efeste 2013 Big Papa Old Block Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Efeste
91582,France,"Produced by Château Larose Trintaudon for historic Bordeaux merchant Schröder & Schÿler, this is a rounded, black-fruit flavored wine. Now soft and ready to drink, it still has attractive juicy flavors as well as ripe blackberry. Soft tannins form the background and sustain the structure. Drink now.",Private Selection,88,18.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Schröder & Schÿler 2011 Private Selection  (Haut-Médoc),Bordeaux-style Red Blend,Schröder & Schÿler
45923,France,"Although the wine is dry, it has a tempting honey aroma. That follows through lightly to the palate along with yellow fruits and contrasting crisp citrus acidity. The wine is bright and ready to drink.",Grain Sauvage,88,25.0,Southwest France,Jurançon Sec,,Roger Voss,@vossroger,Cave des Producteurs de Jurançon 2015 Grain Sauvage  (Jurançon Sec),Gros Manseng,Cave des Producteurs de Jurançon
70572,US,"This exuberant wine has aromas of raspberry jam, thyme, orange peel, earth, iron and olive. It's rich and intensely flavorful, with waves of mouthwatering fruit and savory notes that lead to an extended finish.",Jolie Bouche Boushey Vineyard,94,44.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Efeste 2012 Jolie Bouche Boushey Vineyard Syrah (Yakima Valley),Syrah,Efeste
42341,US,"Steely and perfumed, this wine sees only 20% new French oak, remaining vibrantly fresh. Baked apple and lemon pith veer into grapefruit on the palate, with spiciness to the finish that's both brash and loud.",Babushka,90,37.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Zepaltas 2013 Babushka Chardonnay (Russian River Valley),Chardonnay,Zepaltas
48238,US,"There's an honest suggestion of bacon and eggs at first in this wine, which follows with a tangy entry that sizzles on the palate. Full, luscious and honeyed in oak, it's a powerful expression that's also balanced between fruit and nuance.",Luminus,92,39.0,California,Oak Knoll District,Napa,Virginie Boone,@vboone,Beringer 2014 Luminus Chardonnay (Oak Knoll District),Chardonnay,Beringer
100262,US,"Distinctive, artisanal and sourced from a spectacular site, this was fermented in oak and barrel aged. The hock bottle indicates the Alsatian style, and the wine inside is both powerful and  sturdy, with supple, generous flavors of stone fruits running into light tropicality.",Vista Hills,93,30.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Aubichon Cellars 2012 Vista Hills Pinot Gris (Dundee Hills),Pinot Gris,Aubichon Cellars
